premise,hypothesis,gold_label,pred_label
Your past support of the Challenger program has been critical to its success these last four years.,Your past support included financial support to the program,neutral,entailment
The first President Bush had authorized the use of U.S. military forces to ensure humanitarian relief in war-torn Somalia.,Bush refused to authorize the military to help in Somalia for humanitarian reasons.,contradiction,entailment
My ankle.,My ankle broke.,neutral,entailment
Chapters 8 through 10 focus on the apparel industry; Chapters 11 and 12 look at textiles.,the last five chapters are about apparel and apparel related material.,contradiction,entailment
We are also planning new initiatives.,The new initiatives include new buildings and facilities,neutral,entailment
Look at this.,Please direct your attention elsewhere. ,contradiction,entailment
"I hope you join our family of patients, loved ones and professionals.",Both patients and relatives are on an equal footing with the professionals we employ.,neutral,entailment
You didn't like them?,Who were they?,contradiction,entailment
Salem al Hazmi cleared the metal detector and was permitted through; Nawaf al Hazmi set off the alarms for both the first and second metal detectors and was then hand-wanded before being passed.,Nawaf al Hazmi didn't have any metal on his person.,contradiction,entailment
"With higher values of inventory carrying costs, it is more profitable to shift more production to the quick-line plant to allow reduction in work-in-process and finished goods inventory.",Production can be shifted to multiple alternative methods depending on the situation.,neutral,entailment
I hope this correspondence finds you and your family doing well.,"I hope this correspondence finds your family doing well, but I care not much for you.",contradiction,entailment
There was one particular woman I don't recall her name.,Perhaps that woman's name was Susan. ,neutral,entailment
The whole idea of such a procedure is enough to make one sweat bullets.,The procedure doesn't make anyone nervous.,contradiction,entailment
Speed of delivery has increasingly become part of the competitive equation.,Speed of delivery isn't being used to calculate competitiveness.,contradiction,entailment
"As Sudanese authorities became less obliging, normal costs of doing business increased.",Sudanese authorities are harsh.,neutral,entailment
"Where, where are you working now?","You are still working in the same place, correct? ",neutral,entailment
You can stop.,Keep going.,contradiction,entailment
"As our consideration of Anselmo and his parents revealed, doing the task for the child severely reduces learning and self-regulation.",We did not consider Anselmo's actions revealing.,contradiction,entailment
